source_rank,name,ticker,yahoo_ticker,type,asset_class,country,region,market_region,exchange_hint,sector,industry,sector_source,currency,source_group,source_url,as_of,display_label
38,Marvell Technology,MRVL,MRVL,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductors,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Marvell Technology (MRVL) - USA - Technology
39,RTX,RTX,RTX,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Aerospace & Defense,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,RTX (RTX) - USA - Industrials
40,Wells Fargo,WFC,WFC,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Banking,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Wells Fargo (WFC) - USA - Financials
41,Citigroup,C,C,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Banking,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Citigroup (C) - USA - Financials
42,American Express,AXP,AXP,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Payments & Credit Services,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,American Express (AXP) - USA - Financials
43,Amphenol,APH,APH,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Information Technology,Electronic Components,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Amphenol (APH) - USA - Information Technology
44,Arista Networks,ANET,ANET,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Networking,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Arista Networks (ANET) - USA - Technology
45,Amgen,AMGN,AMGN,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Biotechnology,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Amgen (AMGN) - USA - Healthcare
46,QUALCOMM,QCOM,QCOM,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductors,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,QUALCOMM (QCOM) - USA - Technology
47,CrowdStrike,CRWD,CRWD,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Cybersecurity,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,CrowdStrike (CRWD) - USA - Technology
48,Analog Devices,ADI,ADI,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductors,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Analog Devices (ADI) - USA - Technology
49,McDonald's,MCD,MCD,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Restaurants,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,McDonald's (MCD) - USA - Consumer Discretionary
50,Thermo Fisher Scientific,TMO,TMO,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Life Sciences Tools,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Thermo Fisher Scientific (TMO) - USA - Healthcare
51,PepsiCo,PEP,PEP,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Staples,Beverages & Snacks,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,PepsiCo (PEP) - USA - Consumer Staples
52,NextEra Energy,NEE,NEE,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Utilities,Electric Utilities,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,NextEra Energy (NEE) - USA - Utilities
53,T-Mobile US,TMUS,TMUS,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Communication Services,Telecom,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,T-Mobile US (TMUS) - USA - Communication Services
54,Verizon,VZ,VZ,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Communication Services,Telecom,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Verizon (VZ) - USA - Communication Services
55,Deere & Company,DE,DE,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Agricultural Machinery,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Deere & Company (DE) - USA - Industrials
56,Boeing,BA,BA,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Aerospace & Defense,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Boeing (BA) - USA - Industrials
57,TJX Companies,TJX,TJX,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Apparel Retail,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,TJX Companies (TJX) - USA - Consumer Discretionary
58,Walt Disney,DIS,DIS,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Communication Services,Media & Entertainment,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Walt Disney (DIS) - USA - Communication Services
59,Union Pacific,UNP,UNP,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Railroads,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Union Pacific (UNP) - USA - Industrials
60,Caterpillar,CAT,CAT,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Machinery,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Caterpillar (CAT) - USA - Industrials
61,Cisco,CSCO,CSCO,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Networking,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Cisco (CSCO) - USA - Technology
62,Applied Materials,AMAT,AMAT,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductor Equipment,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Applied Materials (AMAT) - USA - Technology
63,Lam Research,LRCX,LRCX,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductor Equipment,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Lam Research (LRCX) - USA - Technology
64,KLA,KLAC,KLAC,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductor Equipment,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,KLA (KLAC) - USA - Technology
65,Micron Technology,MU,MU,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductors,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Micron Technology (MU) - USA - Technology
66,Intel,INTC,INTC,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductors,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Intel (INTC) - USA - Technology
67,Intuit,INTU,INTU,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Software,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Intuit (INTU) - USA - Technology
68,Salesforce,CRM,CRM,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Software,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Salesforce (CRM) - USA - Technology
69,Adobe,ADBE,ADBE,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Software,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Adobe (ADBE) - USA - Technology
70,ServiceNow,NOW,NOW,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Software,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,ServiceNow (NOW) - USA - Technology
71,S&P Global,SPGI,SPGI,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Financial Data & Ratings,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,S&P Global (SPGI) - USA - Financials
72,BlackRock,BLK,BLK,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Asset Management,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,BlackRock (BLK) - USA - Financials
73,Booking Holdings,BKNG,BKNG,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Online Travel,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Booking Holdings (BKNG) - USA - Consumer Discretionary
74,Lowe’s,LOW,LOW,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Home Improvement Retail,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Lowe’s (LOW) - USA - Consumer Discretionary
75,Lockheed Martin,LMT,LMT,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Aerospace & Defense,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Lockheed Martin (LMT) - USA - Industrials
76,Honeywell,HON,HON,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Industrial Conglomerate,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Honeywell (HON) - USA - Industrials
77,Starbucks,SBUX,SBUX,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Restaurants,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Starbucks (SBUX) - USA - Consumer Discretionary
78,Nike,NKE,NKE,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Apparel & Footwear,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Nike (NKE) - USA - Consumer Discretionary
79,Charles Schwab,SCHW,SCHW,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Brokerage,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Charles Schwab (SCHW) - USA - Financials
80,ConocoPhillips,COP,COP,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Energy,Oil & Gas,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,ConocoPhillips (COP) - USA - Energy
81,Prologis,PLD,PLD,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Real Estate,Industrial REIT,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Prologis (PLD) - USA - Real Estate
82,Ecolab,ECL,ECL,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Materials,Specialty Chemicals,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Ecolab (ECL) - USA - Materials
83,Stryker,SYK,SYK,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Medical Devices,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Stryker (SYK) - USA - Healthcare
84,Boston Scientific,BSX,BSX,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Medical Devices,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Boston Scientific (BSX) - USA - Healthcare
85,Gilead Sciences,GILD,GILD,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Biotechnology,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Gilead Sciences (GILD) - USA - Healthcare
86,Regeneron,REGN,REGN,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Biotechnology,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Regeneron (REGN) - USA - Healthcare
87,Mondelez,MDLZ,MDLZ,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Staples,Packaged Foods,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Mondelez (MDLZ) - USA - Consumer Staples
88,Colgate-Palmolive,CL,CL,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Staples,Household Products,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Colgate-Palmolive (CL) - USA - Consumer Staples
89,Duke Energy,DUK,DUK,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Utilities,Electric Utilities,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Duke Energy (DUK) - USA - Utilities
90,Southern Company,SO,SO,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Utilities,Electric Utilities,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Southern Company (SO) - USA - Utilities
91,Uber Technologies,UBER,UBER,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Mobility & Delivery Platform,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Uber Technologies (UBER) - USA - Industrials
92,PayPal,PYPL,PYPL,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Payments,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,PayPal (PYPL) - USA - Financials
93,Snowflake,SNOW,SNOW,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Cloud Data Platform,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Snowflake (SNOW) - USA - Technology
94,Airbnb,ABNB,ABNB,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Online Travel,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Airbnb (ABNB) - USA - Consumer Discretionary
95,Chipotle Mexican Grill,CMG,CMG,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Restaurants,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Chipotle Mexican Grill (CMG) - USA - Consumer Discretionary
96,Marriott International,MAR,MAR,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Hotels,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Marriott International (MAR) - USA - Consumer Discretionary
97,Target,TGT,TGT,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Staples,Retail,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Target (TGT) - USA - Consumer Staples
98,United Parcel Service,UPS,UPS,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Courier & Logistics,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,United Parcel Service (UPS) - USA - Industrials
99,FedEx,FDX,FDX,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Courier & Logistics,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,FedEx (FDX) - USA - Industrials
100,Freeport-McMoRan,FCX,FCX,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Materials,Copper & Mining,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Freeport-McMoRan (FCX) - USA - Materials
